Year,AREA,Value
2015,West Bank,
2016,West Bank,5.7
2017,West Bank,4.5
2018,West Bank,4.3
2019,West Bank,4.4
2020,West Bank,3.3
2015,Gaza Strip,
2016,Gaza Strip,4.7
2017,Gaza Strip,4.2
2018,Gaza Strip,2.9
2019,Gaza Strip,3.3
2020,Gaza Strip,2.0
2015,Palestine,3.8
2016,Palestine,5.3
2017,Palestine,4.4
2018,Palestine,3.7
2019,Palestine,3.9
2020,Palestine,2.8
