Year,Value,Series
2019,47.5,Financial Soundness Indicators ( Liquid assets to short term liabilities) by TIME PERIOD
2019,3.8,Non-performing loans net of provisions to capital (%) by TIME PERIOD
2019,4.2,Non-performing loans to total gross loans by TIME PERIOD
2019,13.9,Regulatory Tier 1 capital to risk-weighted assets (%) by TIME PERIOD
2019,7.9,Regulatory capital to assets by TIME PERIOD
2019,0.9,Return on assets (%) by TIME PERIOD
