Year,Series,Value
2020,Extent to which (i) global citizenship education and (ii) education for sustainable development (including climate change education) are mainstreamed in national education policies (Index) by TIME PERIOD,0.88
2020,Extent to which (i) global citizenship education and (ii) education for sustainable development (including climate change education) are mainstreamed in curricula (Index) by TIME PERIOD,0.71
2020,Extent to which (i) global citizenship education and (ii) education for sustainable development (including climate change education) are mainstreamed in teacher education (Index) by TIME PERIOD,0.8
2020,Extent to which (i) global citizenship education and (ii) education for sustainable development (including climate change education) are mainstreamed in student assessment (Index) by TIME PERIOD,0.83
