Year,Value,Series
2015,0.78,Red List Index (%) by TIME PERIOD
2016,0.9,Red List Index (%) by TIME PERIOD
2017,0.9,Red List Index (%) by TIME PERIOD
2018,0.9,Red List Index (%) by TIME PERIOD
2019,0.9,Red List Index (%) by TIME PERIOD
2020,0.9,Red List Index (%) by TIME PERIOD
2021,0.9,Red List Index (%) by TIME PERIOD
